attraction_id,name,category,latitude,longitude,avg_duration_hours,avg_cost,outdoor,popularity_score,best_season,accessibility,tourist_density,safety_rating
260,Kalutara Beach,beach,6.5825,79.9594,3.0,500,True,0.65,1,0.85,0.5,0.85
261,Battaramulla Wetland Park,national_park,6.8989,79.9189,2.0,200,True,0.55,3,0.85,0.35,0.85
262,Talangama Wetland,wildlife,6.9000,79.9500,1.5,0,True,0.5,3,0.78,0.25,0.82
263,Attidiya Bird Sanctuary,wildlife,6.8333,79.8833,1.5,0,True,0.5,3,0.78,0.25,0.82
264,Sri Jayewardenepura Kotte Parliament,historical,6.8842,79.9189,1.0,0,True,0.62,3,0.92,0.3,0.92
265,Avukana Statue,historical,8.0244,80.4864,1.0,200,True,0.62,3,0.65,0.4,0.85
266,Ranminitenna Tele Cinema Park,cultural,6.0519,81.2461,2.0,1500,True,0.5,3,0.65,0.25,0.85
267,Maritime Archaeology Museum Galle,cultural,6.0250,80.2161,1.5,500,False,0.55,3,0.92,0.35,0.92
268,Kalpitiya Lagoon,beach,8.2333,79.7667,3.0,1000,True,0.65,1,0.65,0.4,0.82
269,Wilpattu Buffer Zone,wildlife,8.4500,80.0500,3.0,4000,True,0.55,1,0.55,0.3,0.78
270,Eastern Galle Fort Ramparts,historical,6.0289,80.2206,1.5,0,True,0.78,3,0.92,0.65,0.92
271,Baker's Falls,waterfall,6.8047,80.7950,1.0,0,True,0.65,1,0.62,0.4,0.85
272,Mini World's End Riverston,mountain,7.5314,80.7614,2.0,500,True,0.55,1,0.55,0.35,0.78
273,Galagedara Waterfall,waterfall,7.2583,80.5306,1.0,0,True,0.45,2,0.65,0.2,0.78
274,Geli Ella Falls,waterfall,7.05,80.7833,1.0,0,True,0.5,2,0.55,0.25,0.78
275,Hunnasgiriya Falls,waterfall,7.3833,80.7833,1.0,0,True,0.45,2,0.55,0.25,0.78
276,Ahas Gawwa Falls,waterfall,6.7167,80.9667,1.5,0,True,0.5,2,0.55,0.3,0.75
277,Pahanthudawa Falls,waterfall,6.7833,80.8833,1.5,0,True,0.55,2,0.55,0.3,0.78
278,Lankathilake Temple Polonnaruwa,historical,7.9558,81.0044,1.0,0,True,0.65,3,0.78,0.5,0.9
279,Tivanka Image House,historical,7.9586,81.0067,1.0,0,True,0.62,3,0.78,0.45,0.9
280,Galpotha Stone Book,historical,7.9494,81.0014,0.5,0,True,0.62,3,0.78,0.4,0.9
281,Demala Maha Seya,historical,7.9614,81.0103,1.0,0,True,0.55,3,0.72,0.35,0.88
282,Anuradhapura Archaeological Museum,cultural,8.3478,80.3994,1.5,500,False,0.62,3,0.78,0.4,0.92
283,Polonnaruwa Archaeological Museum,cultural,7.9456,81.0028,1.5,500,False,0.65,3,0.78,0.45,0.92
284,Kandy Garrison Cemetery,historical,7.2933,80.6378,1.0,200,True,0.55,3,0.85,0.3,0.88
285,Kandy National Museum,cultural,7.2935,80.6411,1.5,500,False,0.65,3,0.92,0.45,0.92
286,Lankathilaka Image House Polonnaruwa,historical,7.9558,81.0044,1.0,200,True,0.65,3,0.78,0.45,0.9
287,Elephant Transit Home Udawalawe,wildlife,6.4892,80.8389,2.0,1500,True,0.78,3,0.78,0.65,0.92
288,Sea Turtle Conservation Bentota,wildlife,6.4225,79.9989,1.0,1000,True,0.65,1,0.85,0.45,0.9
289,Kosgoda Turtle Hatchery,wildlife,6.3333,80.0167,1.0,1000,True,0.65,1,0.85,0.5,0.9
290,Habarana Elephant Safari,wildlife,8.0353,80.7536,3.0,4500,True,0.78,3,0.78,0.65,0.85
291,Hurulu Eco Park,wildlife,8.0939,80.8358,3.5,5000,True,0.72,3,0.78,0.55,0.85
292,Kaudulla National Park,national_park,8.1303,80.9542,4.0,6000,True,0.78,2,0.72,0.55,0.85
293,Hiriketiya Surf Bay,adventure,5.9711,80.7000,4.0,2000,True,0.78,1,0.78,0.65,0.85
294,Weligama Surf Beach,adventure,5.9744,80.4297,4.0,2000,True,0.82,1,0.85,0.75,0.85
295,Madiha Surf Point,adventure,5.9408,80.5717,3.5,2000,True,0.65,1,0.78,0.5,0.82
296,Ahangama Surf,adventure,5.9719,80.3686,3.5,2000,True,0.72,1,0.78,0.55,0.82
297,Kalpitiya Kitesurfing,adventure,8.2333,79.7667,5.0,8000,True,0.78,1,0.65,0.55,0.8
298,Belihul Oya,adventure,6.7333,80.7833,4.0,1000,True,0.55,2,0.62,0.3,0.78
299,Kelani River Rafting,adventure,6.9897,80.4181,4.0,6000,True,0.78,2,0.65,0.55,0.75
300,Hortain Plains Trekking,adventure,6.8103,80.7958,5.0,4500,True,0.85,1,0.65,0.7,0.85
301,Knuckles Trekking Mini World's End,adventure,7.4500,80.7667,6.0,4000,True,0.72,1,0.55,0.5,0.78
302,Madulsima Cliffs,mountain,7.0833,81.1167,4.0,500,True,0.55,1,0.55,0.35,0.75
303,Cinnamon Plantation Galle,cultural,6.0500,80.2167,1.5,1000,True,0.62,3,0.78,0.4,0.88
304,Mlesna Tea Castle Talawakelle,cultural,6.9408,80.6592,1.5,1000,True,0.62,1,0.78,0.4,0.88
305,Dambatenne Tea Factory,cultural,6.8178,80.9767,1.5,500,False,0.65,1,0.78,0.45,0.92
306,Heritance Tea Factory Kandapola,cultural,6.9839,80.8500,1.5,1500,False,0.62,1,0.78,0.4,0.92
307,Spice Garden Matale,cultural,7.4675,80.6234,1.5,1000,True,0.65,3,0.85,0.5,0.88
308,Henarathgoda Botanical Garden,cultural,7.0944,79.9889,1.5,500,True,0.55,3,0.85,0.3,0.92
309,Mihiripenna Beach,beach,5.9667,80.3667,3.0,0,True,0.55,1,0.72,0.35,0.82
310,Habaraduwa Beach,beach,5.9833,80.3000,3.0,0,True,0.55,1,0.72,0.35,0.82
311,Talalla Beach,beach,5.9333,80.6333,3.5,500,True,0.62,1,0.72,0.35,0.85
312,Dikwella Beach,beach,5.9667,80.6833,3.5,500,True,0.62,1,0.72,0.35,0.82
313,Hiriketiya Beach,beach,5.9711,80.7000,4.0,500,True,0.85,1,0.78,0.75,0.88
314,Mall of Asia Galle,city,6.0481,80.2206,2.0,500,False,0.55,3,0.92,0.4,0.92
315,One Galle Face Mall,city,6.9269,79.8447,3.0,500,False,0.65,3,0.95,0.55,0.92
316,Colombo City Centre Mall,city,6.9167,79.8553,3.0,500,False,0.55,3,0.95,0.45,0.92
317,Kandy City Centre Mall,city,7.2917,80.6411,2.0,500,False,0.55,3,0.92,0.4,0.92
318,Independence Arcade Colombo,city,6.9061,79.8625,2.0,500,False,0.62,3,0.92,0.45,0.92
319,Park Street Mews,city,6.9039,79.8597,2.0,1000,False,0.55,3,0.92,0.35,0.92
320,Cinnamon Gardens,city,6.9089,79.8633,1.5,0,True,0.55,3,0.92,0.3,0.92
321,Asgiriya Maha Viharaya Kandy,temple,7.2961,80.6361,1.0,200,False,0.62,3,0.85,0.35,0.9
322,Malwathu Maha Viharaya Kandy,temple,7.2917,80.6428,1.0,200,False,0.62,3,0.85,0.35,0.9
323,Embekka Devale Kandy,temple,7.2461,80.5733,1.5,300,True,0.65,3,0.65,0.45,0.88
324,Natha Devale Kandy,temple,7.2933,80.6406,0.5,100,False,0.55,3,0.92,0.4,0.9
325,Vishnu Devale Kandy,temple,7.2933,80.6411,0.5,100,False,0.55,3,0.92,0.4,0.9
326,Pattini Devale Kandy,temple,7.2931,80.6406,0.5,100,False,0.55,3,0.92,0.35,0.9
327,Kataragama Devale Kandy,temple,7.2931,80.6403,0.5,100,False,0.55,3,0.92,0.35,0.9
328,Wasgamuwa National Park,national_park,7.7500,80.9333,5.0,6000,True,0.62,2,0.55,0.35,0.78
329,Galway's Forest Lodge,national_park,6.9719,80.7842,1.5,500,True,0.55,1,0.78,0.3,0.85
330,Sembuwatta Lake,cultural,7.4750,80.7222,2.0,500,True,0.55,2,0.65,0.3,0.82
331,Loolecondera Estate,cultural,7.1833,80.7833,2.5,500,True,0.55,2,0.65,0.3,0.85
332,Hunas Falls,waterfall,7.4167,80.7333,1.5,200,True,0.55,2,0.65,0.3,0.82
333,Kothmale Reservoir,cultural,7.0500,80.6500,1.5,0,True,0.5,2,0.65,0.25,0.82
334,Victoria Reservoir,cultural,7.2333,80.7833,1.5,0,True,0.55,2,0.65,0.3,0.82
335,Randenigala Reservoir,cultural,7.1667,80.9333,1.5,0,True,0.5,2,0.55,0.25,0.82
336,Castlereagh Reservoir,cultural,6.8833,80.5833,2.0,0,True,0.55,2,0.65,0.3,0.85
337,Maussakelle Reservoir,cultural,6.8333,80.5167,2.0,0,True,0.55,2,0.65,0.3,0.82
338,Kotmale Mahaweli Maha Seya,temple,7.0500,80.6500,1.0,200,True,0.5,3,0.65,0.25,0.85
339,Kandapola Forest,national_park,6.9839,80.8500,2.0,500,True,0.55,1,0.65,0.3,0.82
340,Hagala Forest,national_park,6.9197,80.8197,2.0,200,True,0.55,1,0.78,0.35,0.85
341,Strawberry Farm Nuwara Eliya,cultural,6.8806,80.8228,1.0,500,True,0.62,1,0.85,0.35,0.9
342,Nuwara Eliya Golf Club,city,6.9661,80.7661,4.0,5000,True,0.55,1,0.78,0.35,0.92
343,Nuwara Eliya Post Office,historical,6.9683,80.7689,0.5,0,False,0.55,1,0.92,0.3,0.92
344,Grand Hotel Nuwara Eliya,city,6.9683,80.7700,1.0,1500,True,0.62,1,0.92,0.35,0.92
345,Yapahuwa Rock Fortress,historical,7.8168,80.3107,2.5,1500,True,0.72,3,0.65,0.45,0.85
346,Dedigama Suthighara Cetiya,historical,7.2167,80.4333,1.5,200,True,0.55,3,0.62,0.3,0.85
347,Kurunegala Ethugala Buddha,temple,7.4806,80.3700,1.5,200,True,0.65,3,0.85,0.5,0.88
348,Galmaduwa Temple Kandy,temple,7.3056,80.6889,1.0,200,True,0.5,3,0.78,0.25,0.85
349,Lankathilaka Vihara Kandy,temple,7.2511,80.5811,1.5,300,True,0.68,3,0.65,0.45,0.88
350,Suriyagoda Viharaya,temple,7.2611,80.5944,1.0,200,False,0.5,3,0.65,0.25,0.85
351,Hindagala Viharaya,temple,7.2306,80.6128,1.0,200,True,0.5,3,0.62,0.25,0.85
352,Manalkadu Desert,cultural,9.7833,80.2333,2.0,200,True,0.5,2,0.55,0.25,0.78
353,Kayts Island,cultural,9.6833,79.8500,3.0,500,True,0.5,2,0.62,0.25,0.8
354,Karainagar Island,cultural,9.7333,79.8667,3.0,500,True,0.45,2,0.62,0.25,0.8
355,Velanai Island,cultural,9.6500,79.8833,3.0,500,True,0.45,2,0.62,0.25,0.8
356,Nagadeepa Island,cultural,9.6153,79.7667,4.0,1500,True,0.55,2,0.62,0.3,0.82
357,Jaffna Archaeological Museum,cultural,9.6644,80.0167,1.5,200,False,0.55,3,0.85,0.3,0.88
358,Kanniya Hot Springs,cultural,8.6244,81.1981,1.0,200,True,0.62,2,0.78,0.45,0.82
359,Maha Vishnu Devalaya Devinuwara,temple,5.9239,80.5919,1.0,200,False,0.55,3,0.78,0.35,0.88
360,Tewatte Basilica,historical,7.0894,79.9047,1.0,0,False,0.62,3,0.85,0.35,0.88
361,Adam's Bridge Talaimannar,historical,9.0900,79.7281,3.0,500,True,0.55,2,0.62,0.3,0.8
362,Negombo Lagoon,wildlife,7.1833,79.8333,2.0,1000,True,0.55,1,0.85,0.4,0.82
363,Negombo Dutch Fort,historical,7.2092,79.8350,1.0,200,True,0.55,3,0.92,0.35,0.85
364,Muthurajawela Marsh,wildlife,7.0667,79.8667,2.5,1500,True,0.62,1,0.78,0.45,0.82
365,Pamunugama Beach,beach,7.0833,79.8500,2.5,0,True,0.55,1,0.72,0.35,0.78
366,Galkadawala Forest Lodge,national_park,8.0500,80.7000,2.0,500,True,0.5,3,0.55,0.25,0.82
